"ad identifier (state, year, race, sponsor, candidate, seconds pro, seconds con)",url,candidate,sponsor,network,date_time (UTC),date_time (EDT),Date,Time,"seconds

into program",identifier,party or PAC,State,Office,Pro / seconds,Con / seconds
PA_2014_CD6_Ryan_Costello_for_Congress_Ryan_Costello_(pro)_pro_20_con_10,https://archive.org/details/WPVI_20141016_213000_Action_News_530_PM#start/1619.1/end/1649.5,Ryan Costello (pro),Ryan Costello for Congress,WPVI,20141016_213000,20141016_173000,"October 16, 2014",5:30 PM,1619,WPVI_20141016_213000_Action_News_530_PM#start/1619.1/end/1649.5,R,PA,U.S. House of Representatives - Congressional District 6,20,10
PA_2014_CD8_Fitzpatrick_for_Congress_Mike_Fitzpatrick_(pro)_pro_30_con_0_#1,https://archive.org/details/WPVI_20141016_213000_Action_News_530_PM#start/665.6/end/695.6,Mike Fitzpatrick,Fitzpatrick for Congress,WPVI,20141016_213000,20141016_173000,"October 16, 2014",5:30 PM,666,WPVI_20141016_213000_Action_News_530_PM#start/665.6/end/695.6,R,PA,U.S. House of Representatives - Congressional District 8,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WPVI_20141016_213000_Action_News_530_PM#start/1254.0/end/1283.9,Tom McGarrigle (con),Kane for Senate,WPVI,20141016_213000,20141016_173000,"October 16, 2014",5:30 PM,1254,WPVI_20141016_213000_Action_News_530_PM#start/1254.0/end/1283.9,D,PA,State Senate 26th District,0,30
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#1,https://archive.org/details/WPVI_20141016_220000_Action_News_600_PM#start/678.3/end/707.9,Donald Norcross (pro),Donald Norcross for Congress,WPVI,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,678,WPVI_20141016_220000_Action_News_600_PM#start/678.3/end/707.9,D,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#1,https://archive.org/details/WPVI_20141016_220000_Action_News_600_PM#start/997.4/end/1027.2,Donald Norcross (pro),Donald Norcross for Congress,WPVI,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,997,WPVI_20141016_220000_Action_News_600_PM#start/997.4/end/1027.2,D,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#1,https://archive.org/details/WCAU_20141016_220000_NBC_10_News_at_6pm#start/1402.7/end/1433.1,Donald Norcross (pro),Donald Norcross for Congress,WCAU,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1403,WCAU_20141016_220000_NBC_10_News_at_6pm#start/1402.7/end/1433.1,D,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#1,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/1418.7/end/1448.4,Donald Norcross (pro),Donald Norcross for Congress,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1419,KYW_20141016_220000_Eyewitness_News_at_6#start/1418.7/end/1448.4,D,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD2_Frank_LoBiondo_for_Congress_Frank_LoBiondo_(pro)_pro_30_con_0,https://archive.org/details/WPVI_20141016_220000_Action_News_600_PM#start/937.2/end/967.2,Frank LoBiondo (pro),Frank LoBiondo for Congress,WPVI,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,937,WPVI_20141016_220000_Action_News_600_PM#start/937.2/end/967.2,R,NJ,U.S. House of Representatives - Congressional District 2,30,0
NJ_2014_CD2_Frank_LoBiondo_for_Congress_Frank_LoBiondo_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20141016_220000_NBC_10_News_at_6pm#start/1248.4/end/1276.6,Frank LoBiondo (pro),Frank LoBiondo for Congress,WCAU,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1248,WCAU_20141016_220000_NBC_10_News_at_6pm#start/1248.4/end/1276.6,R,NJ,U.S. House of Representatives - Congressional District 2,30,0
NJ_2014_CD2_Frank_LoBiondo_for_Congress_Frank_LoBiondo_(pro)_pro_30_con_0,https://archive.org/details/WTXF_20141016_220000_Fox_29_News_at_6PM#start/1358.9/end/1387.7,Frank LoBiondo (pro),Frank LoBiondo for Congress,WTXF,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1359,WTXF_20141016_220000_Fox_29_News_at_6PM#start/1358.9/end/1387.7,R,NJ,U.S. House of Representatives - Congressional District 2,30,0
NJ_2014_CD2_Frank_LoBiondo_for_Congress_Frank_LoBiondo_(pro)_pro_30_con_0,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/1598.7/end/1627.6,Frank LoBiondo (pro),Frank LoBiondo for Congress,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1599,KYW_20141016_220000_Eyewitness_News_at_6#start/1598.7/end/1627.6,R,NJ,U.S. House of Representatives - Congressional District 2,30,0
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/715.8/end/745.1,Tom MacArthur (con),Aimee Belgard For Congress,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,716,KYW_20141016_220000_Eyewitness_News_at_6#start/715.8/end/745.1,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/WPVI_20141016_220000_Action_News_600_PM#start/768.5/end/797.8,Tom MacArthur (con),Aimee Belgard For Congress,WPVI,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,769,WPVI_20141016_220000_Action_News_600_PM#start/768.5/end/797.8,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/WTXF_20141016_220000_Fox_29_News_at_6PM#start/1299.5/end/1328.8,Tom MacArthur (con),Aimee Belgard For Congress,WTXF,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1300,WTXF_20141016_220000_Fox_29_News_at_6PM#start/1299.5/end/1328.8,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/WPVI_20141016_220000_Action_News_600_PM#start/1769.9/end/1799.4,Tom MacArthur (con),Aimee Belgard For Congress,WPVI,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1770,WPVI_20141016_220000_Action_News_600_PM#start/1769.9/end/1799.4,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Aimee_Belgard_for_Congress_AND_The_Democratic_Congressional_Campaign_Committee_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/1299.0/end/1328.7,Tom MacArthur (con),Aimee Belgard for Congress AND The Democratic Congressional Campaign Committee,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1299,KYW_20141016_220000_Eyewitness_News_at_6#start/1299.0/end/1328.7,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_15_con_15,https://archive.org/details/WTXF_20141016_220000_Fox_29_News_at_6PM#start/673.3/end/703.5,Aimee Belgard (con),Tom MacArthur for Congress,WTXF,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,673,WTXF_20141016_220000_Fox_29_News_at_6PM#start/673.3/end/703.5,R,NJ,U.S. House of Representatives - Congressional District 3,15,15
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_15_con_15,https://archive.org/details/WPVI_20141016_220000_Action_News_600_PM#start/1352.3/end/1382.0,Aimee Belgard (con),Tom MacArthur for Congress,WPVI,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1352,WPVI_20141016_220000_Action_News_600_PM#start/1352.3/end/1382.0,R,NJ,U.S. House of Representatives - Congressional District 3,15,15
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_15_con_15,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/1644.2/end/1673.6,Aimee Belgard (con),Tom MacArthur for Congress,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1644,KYW_20141016_220000_Eyewitness_News_at_6#start/1644.2/end/1673.6,R,NJ,U.S. House of Representatives - Congressional District 3,15,15
PA_2014_CD6_Ryan_Costello_for_Congress_Ryan_Costello_(pro)_pro_15_con_15,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/1743.7/end/1774.8,Ryan Costello (pro),Ryan Costello for Congress,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1744,KYW_20141016_220000_Eyewitness_News_at_6#start/1743.7/end/1774.8,R,PA,U.S. House of Representatives - Congressional District 6,15,15
PA_2014_CD8_Fitzpatrick_for_Congress_Mike_Fitzpatrick_(pro)_pro_30_con_0_#1,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/775.8/end/805.7,Mike Fitzpatrick,Fitzpatrick for Congress,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,776,KYW_20141016_220000_Eyewitness_News_at_6#start/775.8/end/805.7,R,PA,U.S. House of Representatives - Congressional District 8,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#3,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/654.4/end/685.9,Tom Wolf (con),Tom Corbett For Governor,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,654,KYW_20141016_220000_Eyewitness_News_at_6#start/654.4/end/685.9,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#3,https://archive.org/details/WPVI_20141016_220000_Action_News_600_PM#start/1292.5/end/1322.1,Tom Wolf (con),Tom Corbett For Governor,WPVI,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1293,WPVI_20141016_220000_Action_News_600_PM#start/1292.5/end/1322.1,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WCAU_20141016_220000_NBC_10_News_at_6pm#start/588.3/end/618.1,Tom Wolf (con),Tom Corbett For Governor,WCAU,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,588,WCAU_20141016_220000_NBC_10_News_at_6pm#start/588.3/end/618.1,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WTXF_20141016_220000_Fox_29_News_at_6PM#start/793.1/end/823.0,Tom Wolf (con),Tom Corbett For Governor,WTXF,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,793,WTXF_20141016_220000_Fox_29_News_at_6PM#start/793.1/end/823.0,R,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#3,https://archive.org/details/WCAU_20141016_220000_NBC_10_News_at_6pm#start/1716.6/end/1746.6,Tom Corbett (con),Tom Wolf for Governor,WCAU,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1717,WCAU_20141016_220000_NBC_10_News_at_6pm#start/1716.6/end/1746.6,D,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_5_con_25,https://archive.org/details/WPVI_20141016_220000_Action_News_600_PM#start/722.9/end/751.7,Tom Corbett (con),Tom Wolf for Governor,WPVI,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,723,WPVI_20141016_220000_Action_News_600_PM#start/722.9/end/751.7,D,PA,Governor,5,25
PA_2014_State_House_176th_Mark_Aurand_for_Congress_Mario_Scavello_(con)_pro_0_con_30_#2,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/1358.7/end/1388.2,Mario Scavello (con),Mark Aurand for Senate,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1359,KYW_20141016_220000_Eyewitness_News_at_6#start/1358.7/end/1388.2,D,PA,State House 176th District,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/1449.1/end/1478.6,Tom McGarrigle (con),Kane for Senate,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1449,KYW_20141016_220000_Eyewitness_News_at_6#start/1449.1/end/1478.6,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WCAU_20141016_220000_NBC_10_News_at_6pm#start/1626.6/end/1655.9,Tom McGarrigle (con),Kane for Senate,WCAU,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1627,WCAU_20141016_220000_NBC_10_News_at_6pm#start/1626.6/end/1655.9,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#2,https://archive.org/details/WPVI_20141016_220000_Action_News_600_PM#start/1679.6/end/1709.5,John Kane (con),Tom McGarrigle for State Senate,WPVI,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1680,WPVI_20141016_220000_Action_News_600_PM#start/1679.6/end/1709.5,R,PA,State Senate 26th District,0,30
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#3,https://archive.org/details/WCAU_20141016_220000_NBC_10_News_at_6pm#start/1338.0/end/1367.2,Chris Coons (pro),Chris Coons for Delaware,WCAU,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1338,WCAU_20141016_220000_NBC_10_News_at_6pm#start/1338.0/end/1367.2,D,DE,U.S. Senate,30,0
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20141016_220000_Eyewitness_News_at_6#start/1703.9/end/1733.1,Chris Coons (pro),Chris Coons for Delaware,KYW,20141016_220000,20141016_180000,"October 16, 2014",6:00 PM,1704,KYW_20141016_220000_Eyewitness_News_at_6#start/1703.9/end/1733.1,D,DE,U.S. Senate,30,0
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_15_con_15,https://archive.org/details/WCAU_20141016_223000_NBC_Nightly_News#start/1024.9/end/1054.9,Aimee Belgard (con),Tom MacArthur for Congress,WCAU,20141016_223000,20141016_183000,"October 16, 2014",6:30 PM,1025,WCAU_20141016_223000_NBC_Nightly_News#start/1024.9/end/1054.9,R,NJ,U.S. House of Representatives - Congressional District 3,15,15
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_15_con_15,https://archive.org/details/WPVI_20141016_223000_ABC_World_News_Tonight_With_David_Muir#start/1540.6/end/1572.2,Aimee Belgard (con),Tom MacArthur for Congress,WPVI,20141016_223000,20141016_183000,"October 16, 2014",6:30 PM,1541,WPVI_20141016_223000_ABC_World_News_Tonight_With_David_Muir#start/1540.6/end/1572.2,R,NJ,U.S. House of Representatives - Congressional District 3,15,15
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WCAU_20141016_223000_NBC_Nightly_News#start/1325.0/end/1355.4,Tom Wolf (con),Tom Corbett For Governor,WCAU,20141016_223000,20141016_183000,"October 16, 2014",6:30 PM,1325,WCAU_20141016_223000_NBC_Nightly_News#start/1325.0/end/1355.4,R,PA,Governor,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/KYW_20141016_223000_CBS_Evening_News_With_Scott_Pelley#start/1739.1/end/1770.7,Tom McGarrigle (con),Kane for Senate,KYW,20141016_223000,20141016_183000,"October 16, 2014",6:30 PM,1739,KYW_20141016_223000_CBS_Evening_News_With_Scott_Pelley#start/1739.1/end/1770.7,D,PA,State Senate 26th District,0,30
NJ_2014_CD2_Frank_LoBiondo_for_Congress_Frank_LoBiondo_(pro)_pro_30_con_0,https://archive.org/details/WTXF_20141017_020000_Fox_29_News_at_10#start/1423.1/end/1454.2,Frank LoBiondo (pro),Frank LoBiondo for Congress,WTXF,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,1423,WTXF_20141017_020000_Fox_29_News_at_10#start/1423.1/end/1454.2,R,NJ,U.S. House of Representatives - Congressional District 2,30,0
NJ_2014_CD3_Aimee_Belgard_for_Congress_AND_The_Democratic_Congressional_Campaign_Committee_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/WTXF_20141017_020000_Fox_29_News_at_10#start/2564.7/end/2594.2,Tom MacArthur (con),Aimee Belgard for Congress AND The Democratic Congressional Campaign Committee,WTXF,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,2565,WTXF_20141017_020000_Fox_29_News_at_10#start/2564.7/end/2594.2,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_15_con_15,https://archive.org/details/WTXF_20141017_020000_Fox_29_News_at_10#start/1323.2/end/1352.9,Aimee Belgard (con),Tom MacArthur for Congress,WTXF,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,1323,WTXF_20141017_020000_Fox_29_News_at_10#start/1323.2/end/1352.9,R,NJ,U.S. House of Representatives - Congressional District 3,15,15
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_15_con_15,https://archive.org/details/WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/1713.4/end/1743.7,Aimee Belgard (con),Tom MacArthur for Congress,WPHL,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,1713,WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/1713.4/end/1743.7,R,NJ,U.S. House of Representatives - Congressional District 3,15,15
PA_2014_CD6_Ryan_Costello_for_Congress_Ryan_Costello_(pro)_pro_20_con_10,https://archive.org/details/WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/873.0/end/902.5,Ryan Costello (pro),Ryan Costello for Congress,WPHL,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,873,WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/873.0/end/902.5,R,PA,U.S. House of Representatives - Congressional District 6,20,10
PA_2014_CD6_Ryan_Costello_for_Congress_Ryan_Costello_(pro)_pro_20_con_10,https://archive.org/details/WTXF_20141017_020000_Fox_29_News_at_10#start/2343.8/end/2374.0,Ryan Costello (pro),Ryan Costello for Congress,WTXF,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,2344,WTXF_20141017_020000_Fox_29_News_at_10#start/2343.8/end/2374.0,R,PA,U.S. House of Representatives - Congressional District 6,20,10
PA_2014_CD8_Fitzpatrick_for_Congress_Mike_Fitzpatrick_(pro)_pro_30_con_0_#1,https://archive.org/details/WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/2399.2/end/2428.9,Mike Fitzpatrick,Fitzpatrick for Congress,WPHL,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,2399,WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/2399.2/end/2428.9,R,PA,U.S. House of Representatives - Congressional District 8,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WTXF_20141017_020000_Fox_29_News_at_10#start/1383.4/end/1413.0,Tom Wolf (con),Tom Corbett For Governor,WTXF,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,1383,WTXF_20141017_020000_Fox_29_News_at_10#start/1383.4/end/1413.0,R,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_23_con_7_#2,https://archive.org/details/WTXF_20141017_020000_Fox_29_News_at_10#start/849.2/end/878.9,Tom Wolf (pro),Tom Wolf for Governor,WTXF,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,850,WTXF_20141017_020000_Fox_29_News_at_10#start/849.2/end/878.9,D,PA,Governor,23,7
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_23_con_7_#2,https://archive.org/details/WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/1626.8/end/1656.6,Tom Wolf (pro),Tom Wolf for Governor,WPHL,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,1627,WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/1626.8/end/1656.6,D,PA,Governor,23,7
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_23_con_7_#2,https://archive.org/details/WTXF_20141017_020000_Fox_29_News_at_10#start/2298.7/end/2327.8,Tom Wolf (pro),Tom Wolf for Governor,WTXF,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,2299,WTXF_20141017_020000_Fox_29_News_at_10#start/2298.7/end/2327.8,D,PA,Governor,23,7
PA_2014_State_House_176th_Mark_Aurand_for_Congress_Mario_Scavello_(con)_pro_0_con_30_#2,https://archive.org/details/WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/802.4/end/831.9,Mario Scavello (con),Mark Aurand for Senate,WPHL,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,802,WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/802.4/end/831.9,D,PA,State House 176th District,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/1319.6/end/1349.2,Tom McGarrigle (con),Kane for Senate,WPHL,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,1320,WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/1319.6/end/1349.2,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WTXF_20141017_020000_Fox_29_News_at_10#start/1353.2/end/1383.0,Tom McGarrigle (con),Kane for Senate,WTXF,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,1353,WTXF_20141017_020000_Fox_29_News_at_10#start/1353.2/end/1383.0,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#2,https://archive.org/details/WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/1410.2/end/1439.5,John Kane (con),Tom McGarrigle for State Senate,WPHL,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,1410,WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/1410.2/end/1439.5,R,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#2,https://archive.org/details/WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/2733.9/end/2763.9,John Kane (con),Tom McGarrigle for State Senate,WPHL,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,2734,WPHL_20141017_020000_Action_News_at_Ten_on_PHL17#start/2733.9/end/2763.9,R,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#2,https://archive.org/details/WTXF_20141017_020000_Fox_29_News_at_10#start/3097.6/end/3127.1,John Kane (con),Tom McGarrigle for State Senate,WTXF,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,3098,WTXF_20141017_020000_Fox_29_News_at_10#start/3097.6/end/3127.1,R,PA,State Senate 26th District,0,30
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#3,https://archive.org/details/WTXF_20141017_020000_Fox_29_News_at_10#start/2639.2/end/2669.5,Chris Coons (pro),Chris Coons for Delaware,WTXF,20141017_020000,20141016_220000,"October 16, 2014",10:00 PM,2639,WTXF_20141017_020000_Fox_29_News_at_10#start/2639.2/end/2669.5,D,DE,U.S. Senate,30,0
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/WPVI_20141017_030000_Action_News#start/980.4/end/1009.4,Tom MacArthur (con),Aimee Belgard For Congress,WPVI,20141017_030000,20141016_230000,"October 16, 2014",11:00 PM,980,WPVI_20141017_030000_Action_News#start/980.4/end/1009.4,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_0_con_15_#1,https://archive.org/details/WPVI_20141017_030000_Action_News#start/1607.8/end/1622.3,Aimee Belgard (con),Tom MacArthur for Congress,WPVI,20141017_030000,20141016_230000,"October 16, 2014",11:00 PM,1608,WPVI_20141017_030000_Action_News#start/1607.8/end/1622.3,R,NJ,U.S. House of Representatives - Congressional District 3,0,15
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_0_con_15_#2,https://archive.org/details/WPVI_20141017_030000_Action_News#start/1925.5/end/1955.4,Aimee Belgard (con),Tom MacArthur for Congress,WPVI,20141017_030000,20141016_230000,"October 16, 2014",11:00 PM,1926,WPVI_20141017_030000_Action_News#start/1925.5/end/1955.4,R,NJ,U.S. House of Representatives - Congressional District 3,0,15
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_15_con_15,https://archive.org/details/WCAU_20141017_030000_NBC_10_News_at_11p#start/1405.9/end/1435.9,Aimee Belgard (con),Tom MacArthur for Congress,WCAU,20141017_030000,20141016_230000,"October 16, 2014",11:00 PM,1406,WCAU_20141017_030000_NBC_10_News_at_11p#start/1405.9/end/1435.9,R,NJ,U.S. House of Representatives - Congressional District 3,15,15
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_15_con_15,https://archive.org/details/WPVI_20141017_030000_Action_News#start/1471.3/end/1486.9,Aimee Belgard (con),Tom MacArthur for Congress,WPVI,20141017_030000,20141016_230000,"October 16, 2014",11:00 PM,1471,WPVI_20141017_030000_Action_News#start/1471.3/end/1486.9,R,NJ,U.S. House of Representatives - Congressional District 3,15,15
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#3,https://archive.org/details/WCAU_20141017_030000_NBC_10_News_at_11p#start/2033.1/end/2062.9,Tom Wolf (con),Tom Corbett For Governor,WCAU,20141017_030000,20141016_230000,"October 16, 2014",11:00 PM,2033,WCAU_20141017_030000_NBC_10_News_at_11p#start/2033.1/end/2062.9,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WPVI_20141017_030000_Action_News#start/1532.3/end/1562.1,Tom Wolf (con),Tom Corbett For Governor,WPVI,20141017_030000,20141016_230000,"October 16, 2014",11:00 PM,1532,WPVI_20141017_030000_Action_News#start/1532.3/end/1562.1,R,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#3,https://archive.org/details/WPVI_20141017_030000_Action_News#start/920.2/end/949.5,Tom Corbett (con),Tom Wolf for Governor,WPVI,20141017_030000,20141016_230000,"October 16, 2014",11:00 PM,920,WPVI_20141017_030000_Action_News#start/920.2/end/949.5,D,PA,Governor,0,30
