"ad identifier (state, year, race, sponsor, candidate, seconds pro, seconds con)",url,candidate,sponsor,network,date_time (UTC),date_time (EDT),Date,Time,"seconds

into program",identifier,party or PAC,State,Office,Pro / seconds,Con / seconds
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WTXF_20141006_110000_Good_Day_Philadelphia#start/5961.9/end/5991.8,Chris Coons (pro),Chris Coons for Delaware,WTXF,20141006_110000,20141006_070000,"October 6, 2014",7:00 AM,5962,WTXF_20141006_110000_Good_Day_Philadelphia#start/5961.9/end/5991.8,D,DE,U.S. Senate,30,0
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WTXF_20141006_110000_Good_Day_Philadelphia#start/6738.7/end/6768.8,Chris Coons (pro),Chris Coons for Delaware,WTXF,20141006_110000,20141006_070000,"October 6, 2014",7:00 AM,6739,WTXF_20141006_110000_Good_Day_Philadelphia#start/6738.7/end/6768.8,D,DE,U.S. Senate,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#4,https://archive.org/details/WTXF_20141006_130000_Good_Day_Philadelphia_at_9#start/1367.0/end/1396.2,Tom Wolf (pro),Tom Wolf for Governor,WTXF,20141006_130000,20141006_090000,"October 6, 2014",9:00 AM,1367,WTXF_20141006_130000_Good_Day_Philadelphia_at_9#start/1367.0/end/1396.2,D,PA,Governor,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WTXF_20141006_130000_Good_Day_Philadelphia_at_9#start/1276.9/end/1306.9,Tom McGarrigle (con),Kane for Senate,WTXF,20141006_130000,20141006_090000,"October 6, 2014",9:00 AM,1277,WTXF_20141006_130000_Good_Day_Philadelphia_at_9#start/1276.9/end/1306.9,D,PA,State Senate 26th District,0,30
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WTXF_20141006_130000_Good_Day_Philadelphia_at_9#start/2707.9/end/2737.8,Chris Coons (pro),Chris Coons for Delaware,WTXF,20141006_130000,20141006_090000,"October 6, 2014",9:00 AM,2708,WTXF_20141006_130000_Good_Day_Philadelphia_at_9#start/2707.9/end/2737.8,D,DE,U.S. Senate,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#3,https://archive.org/details/WCAU_20141006_200000_NBC_10_News_at_4pm#start/2211.3/end/2241.3,Tom Wolf (con),Tom Corbett For Governor,WCAU,20141006_200000,20141006_160000,"October 6, 2014",4:00 PM,2211,WCAU_20141006_200000_NBC_10_News_at_4pm#start/2211.3/end/2241.3,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WPVI_20141006_200000_Action_News_at_4pm#start/3498.5/end/3528.6,Tom Wolf (con),Tom Corbett For Governor,WPVI,20141006_200000,20141006_160000,"October 6, 2014",4:00 PM,3499,WPVI_20141006_200000_Action_News_at_4pm#start/3498.5/end/3528.6,R,PA,Governor,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WCAU_20141006_200000_NBC_10_News_at_4pm#start/1771.8/end/1801.4,Tom McGarrigle (con),Kane for Senate,WCAU,20141006_200000,20141006_160000,"October 6, 2014",4:00 PM,1772,WCAU_20141006_200000_NBC_10_News_at_4pm#start/1771.8/end/1801.4,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WPVI_20141006_200000_Action_News_at_4pm#start/3216.6/end/3247.2,Tom McGarrigle (con),Kane for Senate,WPVI,20141006_200000,20141006_160000,"October 6, 2014",4:00 PM,3217,WPVI_20141006_200000_Action_News_at_4pm#start/3216.6/end/3247.2,D,PA,State Senate 26th District,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#3,https://archive.org/details/KYW_20141006_210000_Eyewitness_News_at_5#start/1141.4/end/1171.6,Tom Wolf (con),Tom Corbett For Governor,KYW,20141006_210000,20141006_170000,"October 6, 2014",5:00 PM,1141,KYW_20141006_210000_Eyewitness_News_at_5#start/1141.4/end/1171.6,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#3,https://archive.org/details/WCAU_20141006_210000_NBC_10_News_at_5pm#start/3445.0/end/3475.3,Tom Wolf (con),Tom Corbett For Governor,WCAU,20141006_210000,20141006_170000,"October 6, 2014",5:00 PM,3445,WCAU_20141006_210000_NBC_10_News_at_5pm#start/3445.0/end/3475.3,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WCAU_20141006_210000_NBC_10_News_at_5pm#start/1476.5/end/1507.0,Tom Wolf (con),Tom Corbett For Governor,WCAU,20141006_210000,20141006_170000,"October 6, 2014",5:00 PM,1477,WCAU_20141006_210000_NBC_10_News_at_5pm#start/1476.5/end/1507.0,R,PA,Governor,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WTXF_20141006_210000_FOX_29_News_at_Five#start/778.1/end/808.6,Tom McGarrigle (con),Kane for Senate,WTXF,20141006_210000,20141006_170000,"October 6, 2014",5:00 PM,778,WTXF_20141006_210000_FOX_29_News_at_Five#start/778.1/end/808.6,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WCAU_20141006_210000_NBC_10_News_at_5pm#start/3244.9/end/3275.3,Tom McGarrigle (con),Kane for Senate,WCAU,20141006_210000,20141006_170000,"October 6, 2014",5:00 PM,3245,WCAU_20141006_210000_NBC_10_News_at_5pm#start/3244.9/end/3275.3,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#1,https://archive.org/details/WCAU_20141006_210000_NBC_10_News_at_5pm#start/3153.8/end/3184.7,John Kane (con),Tom McGarrigle for State Senate,WCAU,20141006_210000,20141006_170000,"October 6, 2014",5:00 PM,3154,WCAU_20141006_210000_NBC_10_News_at_5pm#start/3153.8/end/3184.7,R,PA,State Senate 26th District,0,30
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WCAU_20141006_210000_NBC_10_News_at_5pm#start/651.5/end/682.1,Chris Coons (pro),Chris Coons for Delaware,WCAU,20141006_210000,20141006_170000,"October 6, 2014",5:00 PM,652,WCAU_20141006_210000_NBC_10_News_at_5pm#start/651.5/end/682.1,D,DE,U.S. Senate,30,0
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/KYW_20141006_210000_Eyewitness_News_at_5#start/1785.0/end/1815.5,Chris Coons (pro),Chris Coons for Delaware,KYW,20141006_210000,20141006_170000,"October 6, 2014",5:00 PM,1785,KYW_20141006_210000_Eyewitness_News_at_5#start/1785.0/end/1815.5,D,DE,U.S. Senate,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WPVI_20141006_213000_Action_News_530_PM#start/1249.4/end/1280.1,Tom McGarrigle (con),Kane for Senate,WPVI,20141006_213000,20141006_173000,"October 6, 2014",5:30 PM,1249,WPVI_20141006_213000_Action_News_530_PM#start/1249.4/end/1280.1,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#1,https://archive.org/details/WPVI_20141006_213000_Action_News_530_PM#start/1593.8/end/1624.8,John Kane (con),Tom McGarrigle for State Senate,WPVI,20141006_213000,20141006_173000,"October 6, 2014",5:30 PM,1594,WPVI_20141006_213000_Action_News_530_PM#start/1593.8/end/1624.8,R,PA,State Senate 26th District,0,30
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WPVI_20141006_213000_Action_News_530_PM#start/1712.1/end/1742.3,Chris Coons (pro),Chris Coons for Delaware,WPVI,20141006_213000,20141006_173000,"October 6, 2014",5:30 PM,1712,WPVI_20141006_213000_Action_News_530_PM#start/1712.1/end/1742.3,D,DE,U.S. Senate,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#3,https://archive.org/details/WPVI_20141006_220000_Action_News_600_PM#start/1331.3/end/1362.0,Tom Wolf (con),Tom Corbett For Governor,WPVI,20141006_220000,20141006_180000,"October 6, 2014",6:00 PM,1331,WPVI_20141006_220000_Action_News_600_PM#start/1331.3/end/1362.0,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/KYW_20141006_220000_Eyewitness_News_at_6#start/1301.1/end/1331.7,Tom Wolf (con),Tom Corbett For Governor,KYW,20141006_220000,20141006_180000,"October 6, 2014",6:00 PM,1301,KYW_20141006_220000_Eyewitness_News_at_6#start/1301.1/end/1331.7,R,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#3,https://archive.org/details/WPVI_20141006_220000_Action_News_600_PM#start/1680.6/end/1711.4,Tom Corbett (con),Tom Wolf for Governor,WPVI,20141006_220000,20141006_180000,"October 6, 2014",6:00 PM,1681,WPVI_20141006_220000_Action_News_600_PM#start/1680.6/end/1711.4,D,PA,Governor,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/KYW_20141006_220000_Eyewitness_News_at_6#start/720.9/end/751.6,Tom McGarrigle (con),Kane for Senate,KYW,20141006_220000,20141006_180000,"October 6, 2014",6:00 PM,721,KYW_20141006_220000_Eyewitness_News_at_6#start/720.9/end/751.6,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WCAU_20141006_220000_NBC_10_News_at_6pm#start/1643.4/end/1673.5,Tom McGarrigle (con),Kane for Senate,WCAU,20141006_220000,20141006_180000,"October 6, 2014",6:00 PM,1643,WCAU_20141006_220000_NBC_10_News_at_6pm#start/1643.4/end/1673.5,D,PA,State Senate 26th District,0,30
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WCAU_20141006_220000_NBC_10_News_at_6pm#start/739.0/end/769.6,Chris Coons (pro),Chris Coons for Delaware,WCAU,20141006_220000,20141006_180000,"October 6, 2014",6:00 PM,739,WCAU_20141006_220000_NBC_10_News_at_6pm#start/739.0/end/769.6,D,DE,U.S. Senate,30,0
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/KYW_20141006_220000_Eyewitness_News_at_6#start/1451.2/end/1481.5,Chris Coons (pro),Chris Coons for Delaware,KYW,20141006_220000,20141006_180000,"October 6, 2014",6:00 PM,1451,KYW_20141006_220000_Eyewitness_News_at_6#start/1451.2/end/1481.5,D,DE,U.S. Senate,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WPVI_20141006_223000_ABC_World_News_Tonight_With_David_Muir#start/1580.5/end/1612.2,Tom Wolf (con),Tom Corbett For Governor,WPVI,20141006_223000,20141006_183000,"October 6, 2014",6:30 PM,1581,WPVI_20141006_223000_ABC_World_News_Tonight_With_David_Muir#start/1580.5/end/1612.2,R,PA,Governor,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/KYW_20141006_223000_CBS_Evening_News_With_Scott_Pelley#start/1164.7/end/1195.0,Tom McGarrigle (con),Kane for Senate,KYW,20141006_223000,20141006_183000,"October 6, 2014",6:30 PM,1165,KYW_20141006_223000_CBS_Evening_News_With_Scott_Pelley#start/1164.7/end/1195.0,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#1,https://archive.org/details/WCAU_20141006_223000_NBC_Nightly_News#start/875.2/end/906.0,John Kane (con),Tom McGarrigle for State Senate,WCAU,20141006_223000,20141006_183000,"October 6, 2014",6:30 PM,875,WCAU_20141006_223000_NBC_Nightly_News#start/875.2/end/906.0,R,PA,State Senate 26th District,0,30
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WCAU_20141006_223000_NBC_Nightly_News#start/1214.2/end/1244.3,Chris Coons (pro),Chris Coons for Delaware,WCAU,20141006_223000,20141006_183000,"October 6, 2014",6:30 PM,1214,WCAU_20141006_223000_NBC_Nightly_News#start/1214.2/end/1244.3,D,DE,U.S. Senate,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WTXF_20141007_020000_Fox_29_News_at_10#start/820.7/end/851.6,Tom Wolf (con),Tom Corbett For Governor,WTXF,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,821,WTXF_20141007_020000_Fox_29_News_at_10#start/820.7/end/851.6,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WPHL_20141007_020000_Action_News_at_Ten_on_PHL17#start/1308.5/end/1339.6,Tom Wolf (con),Tom Corbett For Governor,WPHL,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,1309,WPHL_20141007_020000_Action_News_at_Ten_on_PHL17#start/1308.5/end/1339.6,R,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#2,https://archive.org/details/WTXF_20141007_020000_Fox_29_News_at_10#start/2208.2/end/2239.0,Tom Corbett (con),Tom Wolf for Governor,WTXF,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,2208,WTXF_20141007_020000_Fox_29_News_at_10#start/2208.2/end/2239.0,D,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#3,https://archive.org/details/WPHL_20141007_020000_Action_News_at_Ten_on_PHL17#start/730.4/end/760.7,Tom Corbett (con),Tom Wolf for Governor,WPHL,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,730,WPHL_20141007_020000_Action_News_at_Ten_on_PHL17#start/730.4/end/760.7,D,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#3,https://archive.org/details/WTXF_20141007_020000_Fox_29_News_at_10#start/1387.9/end/1418.0,Tom Corbett (con),Tom Wolf for Governor,WTXF,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,1388,WTXF_20141007_020000_Fox_29_News_at_10#start/1387.9/end/1418.0,D,PA,Governor,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WTXF_20141007_020000_Fox_29_News_at_10#start/1292.3/end/1322.6,Tom McGarrigle (con),Kane for Senate,WTXF,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,1292,WTXF_20141007_020000_Fox_29_News_at_10#start/1292.3/end/1322.6,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WPHL_20141007_020000_Action_News_at_Ten_on_PHL17#start/1602.2/end/1633.0,Tom McGarrigle (con),Kane for Senate,WPHL,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,1602,WPHL_20141007_020000_Action_News_at_Ten_on_PHL17#start/1602.2/end/1633.0,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#1,https://archive.org/details/WTXF_20141007_020000_Fox_29_News_at_10#start/2554.3/end/2585.1,John Kane (con),Tom McGarrigle for State Senate,WTXF,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,2554,WTXF_20141007_020000_Fox_29_News_at_10#start/2554.3/end/2585.1,R,PA,State Senate 26th District,0,30
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WTXF_20141007_020000_Fox_29_News_at_10#start/1327.2/end/1358.0,Chris Coons (pro),Chris Coons for Delaware,WTXF,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,1327,WTXF_20141007_020000_Fox_29_News_at_10#start/1327.2/end/1358.0,D,DE,U.S. Senate,30,0
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WPHL_20141007_020000_Action_News_at_Ten_on_PHL17#start/1414.6/end/1445.0,Chris Coons (pro),Chris Coons for Delaware,WPHL,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,1415,WPHL_20141007_020000_Action_News_at_Ten_on_PHL17#start/1414.6/end/1445.0,D,DE,U.S. Senate,30,0
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WPHL_20141007_020000_Action_News_at_Ten_on_PHL17#start/2416.5/end/2446.8,Chris Coons (pro),Chris Coons for Delaware,WPHL,20141007_020000,20141006_220000,"October 6, 2014",10:00 PM,2417,WPHL_20141007_020000_Action_News_at_Ten_on_PHL17#start/2416.5/end/2446.8,D,DE,U.S. Senate,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WCAU_20141007_030000_NBC_10_News_at_11p#start/1687.1/end/1717.6,Tom Wolf (con),Tom Corbett For Governor,WCAU,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,1687,WCAU_20141007_030000_NBC_10_News_at_11p#start/1687.1/end/1717.6,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/KYW_20141007_030000_Eyewitness_News_at_11#start/1777.5/end/1808.0,Tom Wolf (con),Tom Corbett For Governor,KYW,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,1778,KYW_20141007_030000_Eyewitness_News_at_11#start/1777.5/end/1808.0,R,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#3,https://archive.org/details/KYW_20141007_030000_Eyewitness_News_at_11#start/1432.0/end/1462.3,Tom Corbett (con),Tom Wolf for Governor,KYW,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,1432,KYW_20141007_030000_Eyewitness_News_at_11#start/1432.0/end/1462.3,D,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#3,https://archive.org/details/WCAU_20141007_030000_NBC_10_News_at_11p#start/1446.5/end/1476.7,Tom Corbett (con),Tom Wolf for Governor,WCAU,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,1447,WCAU_20141007_030000_NBC_10_News_at_11p#start/1446.5/end/1476.7,D,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#3,https://archive.org/details/WPVI_20141007_030000_Action_News#start/1550.8/end/1581.3,Tom Corbett (con),Tom Wolf for Governor,WPVI,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,1551,WPVI_20141007_030000_Action_News#start/1550.8/end/1581.3,D,PA,Governor,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/KYW_20141007_030000_Eyewitness_News_at_11#start/2028.4/end/2058.9,Tom McGarrigle (con),Kane for Senate,KYW,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,2028,KYW_20141007_030000_Eyewitness_News_at_11#start/2028.4/end/2058.9,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#1,https://archive.org/details/KYW_20141007_030000_Eyewitness_News_at_11#start/737.1/end/767.2,John Kane (con),Tom McGarrigle for State Senate,KYW,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,737,KYW_20141007_030000_Eyewitness_News_at_11#start/737.1/end/767.2,R,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#1,https://archive.org/details/WCAU_20141007_030000_NBC_10_News_at_11p#start/813.5/end/843.7,John Kane (con),Tom McGarrigle for State Senate,WCAU,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,814,WCAU_20141007_030000_NBC_10_News_at_11p#start/813.5/end/843.7,R,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#1,https://archive.org/details/WPVI_20141007_030000_Action_News#start/1461.5/end/1491.7,John Kane (con),Tom McGarrigle for State Senate,WPVI,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,1462,WPVI_20141007_030000_Action_News#start/1461.5/end/1491.7,R,PA,State Senate 26th District,0,30
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WCAU_20141007_030000_NBC_10_News_at_11p#start/1356.4/end/1386.4,Chris Coons (pro),Chris Coons for Delaware,WCAU,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,1356,WCAU_20141007_030000_NBC_10_News_at_11p#start/1356.4/end/1386.4,D,DE,U.S. Senate,30,0
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/KYW_20141007_030000_Eyewitness_News_at_11#start/1687.9/end/1718.5,Chris Coons (pro),Chris Coons for Delaware,KYW,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,1688,KYW_20141007_030000_Eyewitness_News_at_11#start/1687.9/end/1718.5,D,DE,U.S. Senate,30,0
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WPVI_20141007_030000_Action_News#start/1891.1/end/1921.6,Chris Coons (pro),Chris Coons for Delaware,WPVI,20141007_030000,20141006_230000,"October 6, 2014",11:00 PM,1891,WPVI_20141007_030000_Action_News#start/1891.1/end/1921.6,D,DE,U.S. Senate,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WPVI_20141007_043700_Nightline#start/127.0/end/160.8,Tom McGarrigle (con),Kane for Senate,WPVI,20141007_043700,20141007_003700,"October 7, 2014",12:37 AM,127,WPVI_20141007_043700_Nightline#start/127.0/end/160.8,D,PA,State Senate 26th District,0,30
DE_2014_Senate_Chris_Coons_for_Delaware_Chris_Coons_(pro)_pro_30_con_0_#2,https://archive.org/details/WTXF_20141007_090000_Fox_29_Morning_News_at_5a#start/793.9/end/822.8,Chris Coons (pro),Chris Coons for Delaware,WTXF,20141007_090000,20141007_050000,"October 7, 2014",5:00 AM,794,WTXF_20141007_090000_Fox_29_Morning_News_at_5a#start/793.9/end/822.8,D,DE,U.S. Senate,30,0
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#1,https://archive.org/details/KYW_20141007_093000_Eyewitness_News_at_530#start/1212.8/end/1242.9,Donald Norcross (pro),Donald Norcross for Congress,KYW,20141007_093000,20141007_053000,"October 7, 2014",5:30 AM,1213,KYW_20141007_093000_Eyewitness_News_at_530#start/1212.8/end/1242.9,D,NJ,U.S. House of Representatives - Congressional District 1,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WPVI_20141007_093000_Action_News#start/1726.3/end/1756.4,Tom Wolf (con),Tom Corbett For Governor,WPVI,20141007_093000,20141007_053000,"October 7, 2014",5:30 AM,1726,WPVI_20141007_093000_Action_News#start/1726.3/end/1756.4,R,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#3,https://archive.org/details/KYW_20141007_093000_Eyewitness_News_at_530#start/1568.6/end/1599.1,Tom Corbett (con),Tom Wolf for Governor,KYW,20141007_093000,20141007_053000,"October 7, 2014",5:30 AM,1569,KYW_20141007_093000_Eyewitness_News_at_530#start/1568.6/end/1599.1,D,PA,Governor,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#1,https://archive.org/details/WCAU_20141007_093000_NBC_10_News_Today_at_530a#start/757.0/end/787.1,Tom McGarrigle (con),Kane for Senate,WCAU,20141007_093000,20141007_053000,"October 7, 2014",5:30 AM,757,WCAU_20141007_093000_NBC_10_News_Today_at_530a#start/757.0/end/787.1,D,PA,State Senate 26th District,0,30
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#1,https://archive.org/details/KYW_20141007_100000_Eyewitness_News_at_6#start/2551.1/end/2581.2,Donald Norcross (pro),Donald Norcross for Congress,KYW,20141007_100000,20141007_060000,"October 7, 2014",6:00 AM,2551,KYW_20141007_100000_Eyewitness_News_at_6#start/2551.1/end/2581.2,D,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/KYW_20141007_100000_Eyewitness_News_at_6#start/1774.6/end/1805.0,Tom MacArthur (con),Aimee Belgard For Congress,KYW,20141007_100000,20141007_060000,"October 7, 2014",6:00 AM,1775,KYW_20141007_100000_Eyewitness_News_at_6#start/1774.6/end/1805.0,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/KYW_20141007_100000_Eyewitness_News_at_6#start/665.0/end/695.9,Tom Wolf (con),Tom Corbett For Governor,KYW,20141007_100000,20141007_060000,"October 7, 2014",6:00 AM,665,KYW_20141007_100000_Eyewitness_News_at_6#start/665.0/end/695.9,R,PA,Governor,0,30
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Wolf_(con)_pro_0_con_30_#4,https://archive.org/details/WCAU_20141007_100000_NBC_10_News_Today_at_600a#start/3281.3/end/3311.9,Tom Wolf (con),Tom Corbett For Governor,WCAU,20141007_100000,20141007_060000,"October 7, 2014",6:00 AM,3281,WCAU_20141007_100000_NBC_10_News_Today_at_600a#start/3281.3/end/3311.9,R,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Corbett_(con)_pro_0_con_30_#3,https://archive.org/details/WTXF_20141007_100000_Fox_29_Morning_News_at_6a#start/813.7/end/844.2,Tom Corbett (con),Tom Wolf for Governor,WTXF,20141007_100000,20141007_060000,"October 7, 2014",6:00 AM,814,WTXF_20141007_100000_Fox_29_Morning_News_at_6a#start/813.7/end/844.2,D,PA,Governor,0,30
